What is the output of an AND gate when Input A=1 and Input B=0?	Output is <strong>0</strong>.	and-gate
What is the output of an AND gate when Input A=1 and Input B=1?	Output is <strong>1</strong>.	and-gate
What is \(\cos(-\theta)\) equivalent to?	\(\cos\theta\)	angle-identities
What is \(\sin(-\theta)\) equivalent to?	\(-\sin\theta\)	angle-identities
What is \(\sin(A+B)\) equivalent to?	\(\sin A\cos B+\sin B\cos A\)	angle-identities
What is \(\sin(A-B)\) equivalent to?	\(\sin A\cos B-\sin B\cos A\)	angle-identities
How do you derive \(\sin(2A)\) from \(\sin(A+A)\)?	\(\sin(2A) = \sin(A+A) = \sin A\cos A+\sin A\cos A = 2\sin A\cos A\)	angle-identities
applications of differentiation	There are a few things we can do with the derivative of a function, such as finding tangents, normals, and stationary points.	applications-of-differentiation
finding the tangent from differentiation	To find the tangent at a point, calculate the derivative and evaluate it at that point to get the slope \(m\), then use the point-slope formula \(y - y_1 = m(x - x_1)\).	applications-of-differentiation
finding the normal from differentiation	The normal is perpendicular to the tangent, so its slope is the negative reciprocal: \(m_{\text{normal}} = -\frac{1}{m_{\text{tangent}}}\).	applications-of-differentiation
stationary points from derivative	Stationary points occur where the derivative \(f&#39;(x) = 0\). These can be local maxima, minima, or points of inflection.	applications-of-differentiation
What is an arithmetic sequence?	A sequence of numbers in which the difference between consecutive terms is constant.	arithmetic-sequence
What is the constant difference between terms in an arithmetic sequence called?	The “common difference”.	arithmetic-sequence
Arithmetic sequences can be written in what general form?	\(an+b\)	arithmetic-sequence
In the form \(an+b\) for an arithmetic sequence, what does \(a\) represent?	The common difference.	arithmetic-sequence
In the form \(an+b\) for an arithmetic sequence, what does \(b\) represent?	The first term minus the common difference (the offset).	arithmetic-sequence
How do you find the common difference of an arithmetic sequence?	Subtract any term from the term after it.	arithmetic-sequence
How do you find the offset \(b\) for an arithmetic sequence?	Subtract the common difference from the first term.	arithmetic-sequence
Find the nth term of the sequence: \(5, 10, 15, 20, \ldots\)	\(5n\)	arithmetic-sequence
Find the nth term of the sequence: \(8, 12, 16, 20, \ldots\)	\(4n + 4\)	arithmetic-sequence
Find the 17th term of the sequence with nth term \(3n + 2\)	\(53\)	arithmetic-sequence
Find the 10th term of the sequence: \(2, 6, 10, 14, \ldots\)	\(38\)	arithmetic-sequence
Find the 15th term of the sequence: \(7, 14, 21, 28, \ldots\)	\(105\)	arithmetic-sequence
What is the common difference of the sequence with nth term \(6n + 3\)?	\(6\)	arithmetic-sequence
What are the seven base SI units?	meter (m) for length, kilogram (kg) for mass, second (s) for time, ampere (A) for electrical current, kelvin (K) for temperature, mole (mol) for amount of substance, candela (cd) for light intensity	base-units
What is the SI base unit for length?	meter (m)	base-units
What is the SI base unit for mass?	kilogram (kg)	base-units
What is the SI base unit for time?	second (s)	base-units
What is the SI base unit for electrical current?	ampere (A)	base-units
What is the SI base unit for temperature?	kelvin (K)	base-units
What is the SI base unit for amount of substance?	mole (mol)	base-units
What is the SI base unit for light intensity?	candela (cd)	base-units
What quantity does the meter (m) measure?	length	base-units
What quantity does the kilogram (kg) measure?	mass	base-units
What quantity does the second (s) measure?	time	base-units
What quantity does the ampere (A) measure?	electrical current	base-units
What quantity does the kelvin (K) measure?	temperature	base-units
What quantity does the mole (mol) measure?	amount of substance	base-units
What quantity does the candela (cd) measure?	light intensity	base-units
What is the particle emitted in beta minus decay and its symbol?	\(^0_{-1}\beta\), a fast-moving electron.	beta-minus-decay
What is the equation for beta minus decay?	<ma>^A_ZX\,\rightarrow\,^A_{Z+1}Y\,+\,^0_{-1}\beta\,+\,\overline\nu_e</ma>	beta-minus-decay
What are the three products of beta minus decay?	\(^A_{Z+1}Y\) (a daughter nucleus), \(^0_{-1}\beta\) (a beta particle/electron), and \(\overline\nu_e\) (an antineutrino).	beta-minus-decay
How does the atomic number change in beta minus decay?	It increases by 1, from \(Z\) to \(Z+1\).	beta-minus-decay
How does the mass number change in beta minus decay?	It remains the same, \(A\), because the emitted beta particle has negligible mass.	beta-minus-decay
What is the factor of a kibi prefix in terms of a power of 2?	\(2^{10}\)	binary-prefixes
What is the symbol for the mebi prefix?	Mi	binary-prefixes
How many bytes are in 1 KiB?	\(2^{10}\) bytes	binary-prefixes
Convert 4 KiB to bytes.	4096 B	binary-prefixes
Convert 3 MiB to bytes.	3,145,728 B	binary-prefixes
How many MiB are in 1 GiB?	\(2^{10}\) MiB = 1024 MiB	binary-prefixes
Convert 2 GiB to MiB.	2048 MiB	binary-prefixes
How many GiB are in 1 TiB?	1024 GiB	binary-prefixes
Convert 5 TiB to GiB.	5120 GiB	binary-prefixes
What is the factor of a pebi prefix in terms of a power of 2?	\(2^{50}\)	binary-prefixes
How many GiB are in 1 PiB?	\(2^{20}\) GiB = 1,048,576 GiB	binary-prefixes
Convert 1 PiB to GiB.	1,048,576 GiB	binary-prefixes
What pattern is observed between each binary prefix?	Each prefix is 1024 times larger than the previous one because \(2^{10} = 1024\)	binary-prefixes
What are the four conditions required to use a binomial distribution?	1. Only two outcomes (success/failure). <br/>2. Fixed number of trials. <br/>3. Constant probability of success. <br/>4. Independent trials.	binomial-distribution-conditions
For \(X\sim B(n,p)\)	\(E(X)=np\)	binomial-distribution-expectation
How do you calculate the expectation of a binomial distribution?	Multiply the number of trials by the probability of success.	binomial-distribution-expectation
If you toss a fair coin 100 times, what is the expected number of heads?	\(100 \times 0.5 = 50\)	binomial-distribution-expectation
What should you do if the expected value of a binomial distribution is a decimal?	Give the decimal answer, even if it’s not possible to obtain that value, because it’s the mean.	binomial-distribution-expectation
What is \(P(X=x)\) in \(X\sim B(n,p)\)?	The probability of getting exactly \(x\) successes.	binomial-distribution-formula
What does \(p\) represent in the binomial distribution formula?	The probability of any single trial being successful.	binomial-distribution-formula
What does \(n\) represent in \(X\sim B(n,p)\)?	The number of trials.	binomial-distribution-formula
What does \(x\) represent when calculating \(P(X=x)\)?	The exact number of successes we are checking the probability of.	binomial-distribution-formula
How is \(^nC_x\) interpreted in the binomial distribution formula?	It is a binomial combination.	binomial-distribution-formula
Write the formula for \(P(X=x)\) given \(X\sim B(n,p)\).	\(P(X=x)=^nC_x\space p^x (1-p)^{n-x}\)	binomial-distribution-formula
How is the binomial distribution typically denoted?	\(X\sim B(n,p)\)	binomial-distribution-notation
In the notation \(X\sim B(n,p)\), what does \(n\) represent?	The number of trials	binomial-distribution-notation
In the notation \(X\sim B(n,p)\), what does \(p\) represent?	The probability of success	binomial-distribution-notation
In the notation \(X\sim B(n,p)\), what does \(X\) represent?	The number of successes achieved in \(n\) trials	binomial-distribution-notation
What does the letter \(B\) signify in \(X\sim B(n,p)\)?	That the distribution is binomial	binomial-distribution-notation
What is the formula for variance in a binomial distribution?	\(\text{For } X \sim B(n,p),\quad Var(X)=n\,p\,(1-p)\)	binomial-distribution-variance
How is the variance of a binomial distribution expressed in terms of expectation?	\(Var(X) = E(X) \times (1-p)\)	binomial-distribution-variance
What does \(1-p\) represent in binomial variance?	The probability of failure.	binomial-distribution-variance
What is \(E(X)\) for a binomial distribution \(X \sim B(n,p)\)?	\(E(X)=np\)	binomial-distribution-variance
What does a binomial hypothesis test test?	It tests observed values against a binomial distribution.	binomial-hypothesis-test
What are the first three steps of a binomial hypothesis test?	1. Write down what the probability \(p\) represents.<br/>2. Write down the null hypothesis \(H_0\).<br/>3. Write down the alternative hypothesis \(H_1\).	binomial-hypothesis-test
In a binomial test, what does \(p\) represent?	The probability that <em>[event occurs]</em>.	binomial-hypothesis-test
What is the notation for the null hypothesis in a binomial test?	\(H_0:p=\) <em>[expected probability of event occuring]</em>	binomial-hypothesis-test
What is the notation for the alternative hypothesis in a binomial test?	\(H_1:p\) [ \(&lt;\), \(&gt;\), \(\ne\) ]	binomial-hypothesis-test
In a two-tail test, why do we halve the significance level?	Because we are splitting it among the lower tail and upper tail.	binomial-hypothesis-test
In a two-tail binomial test, what do we need to find after halving the significance level?	The expected number using our sample size and the expected probability (see binomial distribution expectation).	binomial-hypothesis-test
What happens when the observed number of occurrences is greater than the expected number in a two-tail test?	(Implied from context: we check if it falls in the upper tail based on the halved significance level).	binomial-hypothesis-test
Bipartite graph	Definition: vertices can be divided into two groups; no edge connects two vertices within the same group; edges only connect vertices from different groups.	bipartite-graph
How do edges behave in a bipartite graph?	Edges only connect vertices from one group to vertices in the other group; no two vertices within the same group are connected.	bipartite-graph
Complete bipartite graph	Every vertex in one group is connected to every vertex in the other group.	bipartite-graph
Notation \(K_{m,n}\)	Represents a complete bipartite graph with groups of sizes \(m\) and \(n\).	bipartite-graph
Number of edges in \(K_{m,n}\)	\(m \times n\) edges, because each of the \(m\) vertices in one group connects to all \(n\) vertices in the other group.	bipartite-graph
What is a bitmap (raster) image?	It stores the image as a grid of pixels, where each pixel has a specific color value, unlike a vector image which stores mathematical instructions.	bitmap-image
How does a computer know the number of rows and columns in a bitmap image?	"That information is stored in the metadata (see <a href=""/bitmap-metadata"">bitmap metadata</a>)."	bitmap-image
What is the resolution of a bitmap image?	The width and height of the image, specifically the number of pixels in the image.	bitmap-resolution
If an image is 300 pixels wide and 200 pixels tall, how can the resolution be described?	As <code>300x200</code> or possibly <code>60,000</code> pixels.	bitmap-resolution
How do you calculate the resolution of an image given its width and height?	<ma>\text{resolution} = \text{image width}\times\text{image height}</ma>	bitmap-resolution
What is the result of ANDing a Boolean value with its inverse?	\(A \cdot \overline{A} = 0\), because for both \(A=0\) (\(0 \cdot 1 = 0\)) and \(A=1\) (\(1 \cdot 0 = 0\)) the result is \(0\).	boolean-and-inverses
How can you simplify an expression containing a variable ANDed with its own inverse?	You can replace the term with \(0\), e.g., \(A \cdot \overline{A}\) simplifies to \(0\).	boolean-and-inverses
Why does \(x \cdot \overline{x}\) always equal \(0\)?	Because AND requires both inputs to be true for a true output, but one side is always false and the other is always true, so they are never both true.	boolean-and-inverses
Boolean AND	To represent an AND gate between A and B, we use the \(\cdot\) operator: \(A \cdot B\)	boolean-and
What does it mean for a Boolean expression to be commutative?	It means swapping the order of the values gives the same result, i.e. \(A \ominus B = B \ominus A\).	boolean-commutativity
How is Boolean commutativity written for an operation \(\ominus\)?	\(A \ominus B = B \ominus A\)	boolean-commutativity
Which Boolean operations are commutative?	AND, OR, XOR, NAND, and NOR.	boolean-commutativity
Write the commutative law for AND.	\(A \cdot B = B \cdot A\)	boolean-commutativity
Write the commutative law for OR.	\(A + B = B + A\)	boolean-commutativity
Write the commutative law for XOR.	\(A \oplus B = B \oplus A\)	boolean-commutativity
Write the commutative law for NAND.	\(\overline{A \cdot B} = \overline{B \cdot A}\)	boolean-commutativity
Write the commutative law for NOR.	\(\overline{A + B} = \overline{B + A}\)	boolean-commutativity
What is Boolean double negation?	If we have a NOT of a NOT, we can simplify it to just the thing itself.	boolean-double-negation
How do you simplify \(\overline{\overline{A}}\)?	It simplifies to \(A\); \(\overline{\overline{A}} = A\).	boolean-double-negation
How do you simplify \(\overline{\overline{A + B}}\)?	It simplifies to \(A + B\); \(\overline{\overline{A + B}} = A + B\).	boolean-double-negation
How do you simplify \(\overline{\overline{A \cdot B}}\)?	It simplifies to \(A \cdot B\); \(\overline{\overline{A \cdot B}} = A \cdot B\).	boolean-double-negation
How do you simplify \(\overline{\overline{\overline{A} + \overline{B}}}\)?	It simplifies to \(\overline{A} + \overline{B}\); \(\overline{\overline{\overline{A} + \overline{B}}} = \overline{A} + \overline{B}\).	boolean-double-negation
What is another name for the double negation law?	It is sometimes called the <strong>double complement</strong> law.	boolean-double-negation
What is Boolean idempotence?	When combining a value with itself using an operation, the result is the same value.	boolean-idempotence
What is the rule for \(A \cdot A\)?	\(A \cdot A = A\)	boolean-idempotence
What is the rule for \(A + A\)?	\(A + A = A\)	boolean-idempotence
What happens when we OR a boolean value \(x\) with its inverse \(\overline{x}\)?	The result is always 1, because \(x + \overline{x} = 1\).<br/>This works since one of \(x\) or \(\overline{x}\) is always true, satisfying the OR condition.	boolean-or-inverses
What is the Boolean logic rule for \(A + \overline{A}\)?	\(A + \overline{A} = 1\)	boolean-or-inverses
How do you simplify any expression where a term is ORed with its own inverse?	Replace the entire ORed pair with just \(1\).<br/>For example, \(\overline{A} + A\) simplifies to \(1\).	boolean-or-inverses
Boolean OR	To represent an OR gate between <code>A</code> and <code>B</code>, we use the \(+\) operator: \(A+B\)	boolean-or
A xor B is represented by which operator?	\(A\oplus B\)	boolean-xor
What is the logical meaning of \(A \oplus B\)?	It represents the Boolean XOR (exclusive OR) gate between A and B.	boolean-xor
How is the tangent function defined?	\(\tan(\theta) = \frac{\sin(\theta)}{\cos(\theta)}\), where \(\theta\) is any angle.	calculating-tangent
What is \(\tan(45^\degree)\)?	\(1\)	calculating-tangent
Calculate \(\tan(45^\degree)\) using the definition.	\(\tan(45^\degree) = \frac{\sin(45^\degree)}{\cos(45^\degree)} = \frac{\frac{\sqrt{2}}{2}}{\frac{\sqrt{2}}{2}} = 1\)	calculating-tangent
What is \(\tan(60^\degree)\)?	\(\sqrt{3}\)	calculating-tangent
Calculate \(\tan(60^\degree)\) using the definition.	\(\tan(60^\degree) = \frac{\sin(60^\degree)}{\cos(60^\degree)} = \frac{\frac{\sqrt{3}}{2}}{\frac{1}{2}} = \sqrt{3}\)	calculating-tangent
What is \(\tan(30^\degree)\)?	\(\frac{1}{\sqrt{3}}\)	calculating-tangent
Calculate \(\tan(30^\degree)\) using the definition.	\(\tan(30^\degree) = \frac{\sin(30^\degree)}{\cos(30^\degree)} = \frac{\frac{1}{2}}{\frac{\sqrt{3}}{2}} = \frac{1}{\sqrt{3}}\)	calculating-tangent
What are Cartesian coordinates?	Cartesian coordinates are a way of writing a position on a graph, usually as an ordered pair: (x, y).	cartesian-coordinates
In the ordered pair \((x, y)\), what does the first number represent?	The first number, \(x\), is the horizontal position (left or right).	cartesian-coordinates
In the ordered pair \((x, y)\), what does the second number represent?	The second number, \(y\), is the vertical position (up or down).	cartesian-coordinates
Find the x-coordinate of the point (4, 7).	The x-coordinate of (4, 7) is 4.	cartesian-coordinates
Find the y-coordinate of the point (8, 7).	The y-coordinate of (8, 7) is 7.	cartesian-coordinates
Which number in the ordered pair (4, 7) is the x-coordinate?	The first number, 4.	cartesian-coordinates
Which number in the ordered pair (4, 7) is the y-coordinate?	The second number, 7.	cartesian-coordinates
How do you rewrite \(2^6\) as a power of \(2^2\)?	\(2^{2\times3} = (2^2)^3\)	changing-the-base-of-a-power
How do you write \(81^3\) as a power of \(3\)?	Rewrite \(81\) as \(3^4\), so \(81^3 = (3^4)^3 = 3^{4\times3} = 3^{12}\)	changing-the-base-of-a-power
How do you write \(16^4\) as a power of \(2\)?	Rewrite \(16\) as \(2^4\), so \(16^4 = (2^4)^4 = 2^{4\times4} = 2^{16}\)	changing-the-base-of-a-power
How do you write \(27^5\) as a power of \(3\)?	Rewrite \(27\) as \(3^3\), so \(27^5 = (3^3)^5 = 3^{3\times5} = 3^{15}\)	changing-the-base-of-a-power
How do you write \(64^2\) as a power of \(4\)?	Rewrite \(64\) as \(4^3\), so \(64^2 = (4^3)^2 = 4^{3\times2} = 4^{6}\)	changing-the-base-of-a-power
What is the purpose of a chi-squared hypothesis test?	To determine whether there is a significant association (link) between two categorical variables.	chi-squared-test
What is a colour map in a bitmap image?	A table that stores a mapping of binary numbers (pixel codes) to their corresponding colours, allowing association of pixel values with colours.	colour-map
How does colour depth relate to the colour map?	Colour depth determines the number of colours an image can represent, and the colour map specifies which binary number corresponds to which colour for each pixel.	colour-map
What is a pre-set colour map (e.g., in Windows BMP format)?	A hard-coded set of colours that all bitmaps of that format use by default, meaning the same colours are used for all images regardless of content.	colour-map
What limitation does a pre-set colour map have?	It is limited to the format’s default colours and cannot represent colours outside that pre-set map.	colour-map
What is a stored colour map and how does it differ from a pre-set colour map?	A stored colour map is a custom table stored in the image metadata that defines colour codes and their exact colours, allowing the image to replicate specific colours while using fewer bits per pixel.	colour-map
Where is a stored colour map located in an image file?	It is stored in the metadata of the image file.	colour-map
How would a stored colour map be visualised?	As a table mapping codes to colours, e.g., \(0\) = black, \(1\) = red, \(2\) = green, \(3\) = blue, \(4\) = yellow, …, \(15\) = white.	colour-map
What is the advantage of using a stored colour map?	It enables accurate replication of specific colours used in the image while keeping the number of bits per pixel low.	colour-map
\((a+b)^0\)	\(1\)	common-binomial-expansions
\((a+b)^1\)	\(a+b\)	common-binomial-expansions
\((a+b)^2\)	\(a^2+2ab+b^2\)	common-binomial-expansions
\((a+b)^3\)	\(a^3+3a^2b+3ab^2+b^3\)	common-binomial-expansions
\((a+b)^4\)	\(a^4+4a^3b+6a^2b^2+4ab^3+b^4\)	common-binomial-expansions
\((a+b)^5\)	\(a^5+5a^4b+10a^3b^2+10a^2b^3+5ab^4+b^5\)	common-binomial-expansions
\((a+b)^6\)	\(a^6+6a^5b+15a^4b^2+20a^3b^3+15a^2b^4+6ab^5+b^6\)	common-binomial-expansions
What are two methods for finding binomial expansions?	Using Pascal’s triangle or using binomial combinations.	common-binomial-expansions
What is a complete graph?	A graph where every pair of vertices is directly connected by an edge.	complete-graph
How is a complete graph with \(n\) vertices notated?	\(K_n\)	complete-graph
What is the number of edges in a complete graph with \(n\) vertices?	\(\frac{n(n-1)}{2}\)	complete-graph
What is the number of Hamiltonian cycles in a complete graph with \(n\) vertices?	\(\frac{(n-1)!}{2}\)	complete-graph
Complex number	$ x + yi $ where \(x\) is real and \(y\) is real; contains a real part and an imaginary part	complex-number
Real part	\(x\) in \(x+yi\), the number without the \(i\) term	complex-number
Imaginary part	\(y\) in \(x+yi\), the coefficient of \(i\) and the vertical coordinate on an Argand diagram	complex-number
Equality of complex numbers	Two complex numbers are equal only if both their real parts are equal and their imaginary parts are equal.	complex-number
How many solutions does an equation of the form \(z^n=w\) have?	There will be \(n\) solutions.	complex-root
What shape do the solutions of \(z^n=w\) form on an Argand diagram?	They form a regular \(n\)-sided polygon centred at the origin.	complex-root
Solve \(z^2=4\).	\(z=2\) or \(z=-2\)	complex-root
Solve \(z^2=-4\).	\(z=2i\) or \(z=-2i\)	complex-root
Solve \(z^2=4\).	\(z=2\) or \(z=-2\)	complex-root
What is the general substitution for translating a parabola by vector \((h, k)\)?	Replace \(x\) with \(x-h\) and \(y\) with \(y-k\).	conic-section-transformations
How do you find the new focus of a parabola \(y^2=4ax\) after translation by \((h, k)\)?	Add \((h, k)\) to original focus \((a,0)\), giving \((a+h, k)\).	conic-section-transformations
Translate \(y^2=4ax\) by \((h, k)\) using substitution.	\((y-k)^2=4a(x-h)\)	conic-section-transformations
What is the new equation when \(y^2=8x\) is translated by \((9, -8)\)?	\((y+8)^2=8(x-9)\)	conic-section-transformations
What is the new vertex when \(y^2=8x\) is translated by \((9, -8)\)?	\((9, -8)\) (original vertex \((0,0)\) translated)	conic-section-transformations
What is the new focus when \(y^2=8x\) is translated by \((9, -8)\)?	\((11, -8)\) (original focus \((2,0)\) plus \((9, -8)\))	conic-section-transformations
What is a conic section?	The shapes obtained by slicing through a cone in different directions.	conic-section
What determines the type of conic section obtained?	The angle at which the cone is sliced.	conic-section
What are the four types of conic section?	Circle, ellipse, parabola, and hyperbola.	conic-section
What is a connected graph?	A graph where there is a path between every pair of vertices.	connected-graph
In an undirected graph, what does being connected mean?	You can reach any vertex from any other vertex without considering edge directions.	connected-graph
In a directed graph (digraph), how do you check if it is possible to get from any vertex to any other vertex?	You need to consider the direction of the edges.	connected-graph
What is the formula for the expectation of a transformed continuous random variable \(g(X)\)?	\(E(g(X)) = \int_a^b t(x) f(x) \, dx\)	continuous-random-expectation-transformation
In the formula \(E(g(X)) = \int_a^b t(x) f(x) \, dx\), what do \(f(x)\) and \(t(x)\) represent?	"\(f(x)\) is the <a href=""/probability-density-function"">probability density function</a>, and \(t(x)\) is the transformation function."	continuous-random-expectation-transformation
What is the formula for the expectation of the square of a continuous random variable \(Y\) after a transformation \(t(x)\)?	\(E(Y^2) = \int t(x)^2 f(x) \, dx\) where \(f(x)\) is the probability density function.	continuous-random-square-expectation-transformation
Var(t(X)) formula	\(Var(t(X)) = E(t(X)^2) - [E(t(X))]^2\)	continuous-random-variance-transformation
Var(X) = E(X^2) - E(X)^2	The formula for calculating the variance of a continuous random variable, which is the same as the formula for a discrete random variable.	continuous-random-variance
How do you find E(X^2) when calculating variance for a continuous random variable?	"See <a href=""/continuous-random-square-expectation"">continuous random square expectation</a>."	continuous-random-variance
What is meant by a <em>convergent</em> sequence?	The values will eventually reach a <strong>limit</strong> (\(L\)).	convergent-sequence
For a convergent sequence, what is the relationship between \(u_{n+1}\) and \(u_n\) for large \(n\)?	\(u_{n+1}=u_n=L\)	convergent-sequence
In a convergent sequence, what does the variable \(L\) represent?	The limit (the ‘endpoint’ of the sequence)	convergent-sequence
In the notation \(u_{n+1}=u_n=L\), what does \(u_{n+1}\) represent?	The term in the sequence <strong>after</strong> \(u_n\)	convergent-sequence
What is the first step to convert \(\frac{x-5}{2}=y+1=\frac{z+3}{6}\) into vector form?	Let \(\lambda = \frac{x-5}{2} = y+1 = \frac{z+3}{6}\).	converting-cartesian-to-vector-line-3d
How do you find the \(x\) component from \(\lambda = \frac{x-5}{2}\)?	\(x = 5 + 2\lambda\).	converting-cartesian-to-vector-line-3d
How do you find the \(y\) component from \(\lambda = y+1\)?	\(y = -1 + \lambda\).	converting-cartesian-to-vector-line-3d
How do you find the \(z\) component from \(\lambda = \frac{z+3}{6}\)?	\(z = -3 + 6\lambda\).	converting-cartesian-to-vector-line-3d
What is the vector form of the line \(\frac{x-5}{2}=y+1=\frac{z+3}{6}\)?	\(\vec r = \pmatrix{5\\-1\\-3} + \lambda \pmatrix{2\\1\\6}\).	converting-cartesian-to-vector-line-3d
In the vector form from the symmetric form, what do the constants in the first vector correspond to?	The <em>negatives</em> of the constant added to each position (e.g. \(x-5\) becomes \(5\)).	converting-cartesian-to-vector-line-3d
In the vector form from the symmetric form, what does the second vector correspond to?	The <em>denominators</em> of each fraction (e.g. \(\frac{x-5}{2}\) becomes \(2\)).	converting-cartesian-to-vector-line-3d
How do you convert \(\frac{x+2}{4}=\frac{y-3}{5}=z+1\) to vector form?	\(\vec r = \pmatrix{-2\\3\\-1} + \lambda \pmatrix{4\\5\\1}\).	converting-cartesian-to-vector-line-3d
In the conversion of \(\frac{x+2}{4}=\frac{y-3}{5}=z+1\), what is the \(x\) component?	\(x = -2 + 4\lambda\).	converting-cartesian-to-vector-line-3d
In the conversion of \(\frac{x+2}{4}=\frac{y-3}{5}=z+1\), what is the \(y\) component?	\(y = 3 + 5\lambda\).	converting-cartesian-to-vector-line-3d
In the conversion of \(\frac{x+2}{4}=\frac{y-3}{5}=z+1\), what is the \(z\) component?	\(z = -1 + \lambda\).	converting-cartesian-to-vector-line-3d
How do you convert a decimal into a percentage?	Multiply the decimal value by 100.	converting-decimals-to-percentages
What is \(0.75\) as a percentage?	\(75\%\)	converting-decimals-to-percentages
What is \(0.04\) as a percentage?	\(4\%\)	converting-decimals-to-percentages
What is \(1.2\) as a percentage?	\(120\%\)	converting-decimals-to-percentages
What is \(0.006\) as a percentage?	\(0.6\%\)	converting-decimals-to-percentages
What is \(0.125\) as a percentage?	\(12.5\%\)	converting-decimals-to-percentages
What is \(2.5\) as a percentage?	\(250\%\)	converting-decimals-to-percentages
How do you convert a fraction to a percentage?	Divide numerator by denominator to get a decimal, then multiply by 100%.	converting-fractions-to-percentages
Convert \(\frac34\) to a percentage.	\(\frac34 = 75\%\)	converting-fractions-to-percentages
Convert \(\frac25\) to a percentage.	\(\frac25 = 40\%\)	converting-fractions-to-percentages
Convert \(\frac7{10}\) to a percentage.	\(\frac7{10} = 70\%\)	converting-fractions-to-percentages
Convert \(\frac85\) to a percentage.	\(\frac85 = 160\%\)	converting-fractions-to-percentages
Convert \(\frac1{20}\) to a percentage.	\(\frac1{20} = 5\%\)	converting-fractions-to-percentages
How do you convert a percentage to a decimal?	Divide the percentage value by 100.	converting-percentages-to-decimals
Convert \(45\%\) to a decimal.	\(0.45\)	converting-percentages-to-decimals
Convert \(7.2\%\) to a decimal.	\(0.072\)	converting-percentages-to-decimals
Convert \(150\%\) to a decimal.	\(1.5\)	converting-percentages-to-decimals
Convert \(0.5\%\) to a decimal.	\(0.005\)	converting-percentages-to-decimals
Convert \(12\frac{1}{2}\%\) to a decimal.	\(0.125\)	converting-percentages-to-decimals
Convert \(2500\%\) to a decimal.	\(25\)	converting-percentages-to-decimals
Question: How do you convert a pure recurring decimal like \(0.\overline{6}\) into a fraction?	Answer: Let \(x = 0.\overline{6}\), multiply by \(10\) to get \(10x = 6.\overline{6}\), subtract \(x\) from \(10x\) to get \(9x = 6\), so \(x = \frac{6}{9} = \frac{2}{3}\).	converting-recurring-decimals-to-fractions
Question: How do you convert \(0.\overline{27}\) into a fraction?	Answer: Let \(x = 0.\overline{27}\), multiply by \(100\) to get \(100x = 27.\overline{27}\), subtract \(x\) from \(100x\) to get \(99x = 27\), so \(x = \frac{27}{99} = \frac{3}{11}\).	converting-recurring-decimals-to-fractions
